ID,Name,Age,Overall,Value,Wage,Special,Preferred Foot,International Reputation,Weak Foot,Skill Moves,Work Rate,Height,Weight,Crossing,Finishing,HeadingAccuracy,ShortPassing,Volleys,Dribbling,Curve,FKAccuracy,LongPassing,BallControl,Acceleration,SprintSpeed,Agility,Reactions,Balance,ShotPower,Jumping,Stamina,Strength,LongShots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Marking,StandingTackle,SlidingTackle,GKDiving,GKHandling,GKKicking,GKPositioning,GKReflexes
232452,K. Hachisuka,27,60,220000,1000,1589,Right,1,4,2,Medium/ Medium,71,165,69,29,56,57,29,58,36,26,45,63,68,75,63,66,62,39,73,79,81,26,61,64,60,38,37,47,59,65,54,8,10,7,12,14
208730,E. Valentini,29,71,1800000,15000,1940,Right,1,3,3,Medium/ Medium,72,172,78,55,55,71,51,72,70,71,62,71,78,76,71,69,70,69,68,78,71,62,77,63,55,61,61,67,67,67,68,7,8,14,14,10
216283,Danilo,26,72,3000000,13000,1930,Left,1,3,3,High/ High,67,159,69,54,56,68,53,74,62,49,62,72,77,74,83,68,82,68,80,75,66,65,73,68,61,55,42,62,70,73,73,10,11,15,10,12
238846,T. Archibald,20,60,450000,4000,1544,Left,1,3,3,High/ Medium,71,132,53,63,30,50,48,65,61,40,40,60,75,78,75,40,62,63,40,65,60,60,59,30,58,55,58,50,28,40,38,13,7,6,9,15
238277,D. Gazdag,22,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221373,M. Al Saiari,25,63,450000,6000,1594,Right,1,3,2,Medium/ Medium,72,185,44,63,68,62,47,60,46,52,57,58,70,71,65,58,58,59,81,69,72,55,60,36,62,44,40,55,33,28,35,7,7,10,10,7
214104,H. Gómez,26,63,375000,1000,1650,Right,1,3,2,Medium/ Medium,69,168,59,47,52,58,38,53,54,40,51,54,63,65,72,59,71,57,71,72,65,50,57,60,47,34,49,56,58,67,67,8,10,13,16,13
220178,J. Bokila,29,70,1800000,12000,1693,Left,1,3,2,Medium/ Medium,74,179,57,70,68,63,63,61,57,46,44,70,73,76,67,63,54,68,64,66,78,64,44,28,72,59,66,67,38,28,25,9,14,10,13,15
243413,D. Walsh,18,47,60000,1000,1098,Left,1,3,2,Medium/ Medium,73,168,22,23,45,25,27,21,21,27,27,32,52,52,39,43,48,39,74,39,52,16,44,45,20,31,38,43,44,47,53,9,10,9,11,13
243727,J. Trtovac,31,61,170000,2000,1299,Right,1,2,2,Low/ Medium,76,187,27,28,60,36,26,26,27,34,28,34,58,50,44,46,43,48,74,63,54,20,48,51,25,30,48,45,70,76,72,13,14,9,7,10
204387,Juan Carlos,27,71,2500000,6000,1760,Right,1,3,3,High/ Medium,72,159,65,70,49,72,49,71,55,54,64,70,71,63,74,66,68,56,60,70,56,69,45,45,68,73,60,74,60,49,41,8,11,14,6,8
227790,Jeong Seung Hyun,24,70,2100000,6000,1432,Right,1,4,2,Low/ High,74,196,32,19,75,54,24,32,52,47,44,37,37,46,33,63,33,36,77,64,86,17,67,71,28,48,35,59,69,72,70,15,13,14,7,15
244405,K. Huntelaar,19,59,260000,1000,1573,Right,1,3,2,Medium/ Medium,73,157,49,36,53,65,45,59,42,40,60,62,61,63,65,56,61,59,55,55,59,44,58,48,53,63,54,53,38,54,59,14,7,13,11,12
241144,J. Ellis,17,51,70000,1000,1259,Right,1,3,2,Medium/ Medium,71,165,41,50,49,42,43,52,39,28,33,52,56,60,58,45,56,45,50,41,52,48,49,17,50,45,49,42,17,26,15,12,9,14,7,9
242028,R. Blanco,28,66,650000,2000,1621,Left,1,3,3,Medium/ Medium,64,141,63,60,39,70,55,68,65,71,66,66,66,65,55,47,85,59,56,55,44,69,39,22,59,68,63,59,40,35,28,5,10,10,11,7
240674,C. Merrie,19,54,140000,3000,1489,Left,1,3,2,Medium/ Medium,71,150,49,45,47,57,46,53,38,39,52,54,62,64,53,49,69,55,57,63,46,59,50,42,50,49,50,55,33,51,46,12,10,13,15,11
231862,L. Castro,26,70,2100000,3000,1692,Right,1,3,3,High/ Medium,69,172,57,74,57,62,68,69,43,31,52,67,78,75,78,69,73,71,68,70,60,56,38,32,75,67,66,65,56,16,10,7,7,12,13,15
241254,Jiang Liang,28,64,350000,3000,1582,Right,1,3,2,Medium/ Medium,70,159,64,32,51,67,27,58,42,31,64,56,71,76,63,64,75,31,68,76,77,38,67,66,37,37,37,58,56,57,54,9,9,7,6,9
190196,Z. Touré,28,70,1600000,16000,1541,Right,1,3,2,Medium/ Medium,72,174,30,14,75,53,13,32,25,42,58,58,67,73,59,65,58,44,90,78,80,19,72,65,44,44,39,60,68,69,60,15,8,8,10,6
219591,S. Simič,23,73,5000000,44000,1457,Right,1,3,2,Medium/ High,74,174,43,20,68,58,12,54,29,27,58,58,43,56,51,68,51,57,71,59,79,21,76,72,20,38,21,66,80,74,72,5,3,5,5,3
207618,D. Fällman,28,67,725000,2000,1397,Right,1,3,2,Medium/ Medium,74,185,29,27,64,47,31,35,22,30,49,47,51,55,45,63,54,35,51,51,79,25,79,69,23,42,35,51,67,66,62,16,15,9,14,10
232990,M. Kurogi,28,60,210000,1000,1587,Right,1,2,2,Medium/ Medium,71,159,43,52,49,61,38,54,36,39,58,58,64,61,52,59,60,45,61,68,71,54,43,60,54,57,44,57,63,64,64,9,13,13,12,8
238974,T. Chahed,22,64,675000,3000,1555,Right,1,4,2,Medium/ Medium,72,168,63,59,37,62,52,68,60,40,45,60,81,79,86,61,80,47,66,60,60,43,39,27,59,58,51,51,32,16,19,11,9,11,7,7
225738,Kuki Zalazar,20,64,1000000,4000,1582,Left,1,3,2,Medium/ Medium,69,161,65,59,54,64,47,71,74,70,56,69,65,63,55,52,70,71,61,38,46,65,30,27,62,59,59,45,29,21,14,13,11,14,15,13
176348,Yeom Ki Hun,35,72,1400000,6000,1899,Left,2,3,3,Medium/ Medium,72,172,74,70,68,73,69,71,75,78,71,72,67,62,69,73,70,74,67,70,77,71,57,63,75,77,72,73,46,23,22,7,6,7,12,11
236480,Y. Bissouma,21,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,12,8
216247,M. Tisserand,25,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,13,14
229274,L. Thomas,20,57,130000,1000,996,Right,1,3,1,Medium/ Medium,72,154,14,10,14,20,14,15,13,12,27,20,59,55,40,48,60,15,54,20,45,14,30,21,19,12,26,35,14,13,10,63,51,55,53,60
232369,D. Nasu,36,59,20000,1000,1396,Right,1,3,2,Low/ High,71,170,34,34,61,55,22,51,31,46,50,50,55,36,34,52,54,55,60,40,68,37,64,56,37,36,61,49,48,63,60,8,11,11,7,9
216318,S. Warmolts,24,61,290000,1000,1442,Right,1,3,2,Medium/ Medium,69,152,32,22,60,59,33,46,28,28,48,53,65,55,54,51,70,51,75,53,62,33,65,55,28,32,46,49,59,63,59,11,10,10,13,13
215399,Rúben Vezo,24,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,9,14
201219,D. Giorico,26,64,525000,1000,1756,Right,1,2,3,Low/ High,70,154,57,34,54,68,55,63,62,60,64,64,66,67,71,59,72,54,70,72,62,58,51,63,56,66,59,68,65,57,59,7,8,15,7,11
135032,N. Zimling,33,67,450000,5000,1726,Right,1,3,3,Low/ Medium,70,161,50,52,44,69,49,66,47,53,67,67,43,37,64,69,76,69,68,65,67,61,68,68,52,70,59,76,65,67,51,6,7,12,11,7
218154,K. Billiat,27,75,7000000,1000,1950,Right,1,4,4,High/ Medium,67,132,69,84,64,62,68,86,65,71,61,73,83,89,79,62,80,81,74,66,65,66,56,51,70,70,76,75,38,47,47,14,8,8,10,7
202295,Park Gi Dong,29,66,650000,3000,1593,Left,1,3,2,High/ Low,75,183,40,65,68,65,56,59,57,55,44,64,55,63,57,58,56,70,52,71,77,62,63,36,65,57,62,62,21,23,22,14,7,13,8,8
199762,K. Drygas,26,68,900000,3000,1913,Left,1,3,3,High/ Medium,72,159,62,63,69,67,61,62,61,64,62,65,57,69,77,65,68,69,78,92,68,66,81,65,65,70,58,57,61,65,63,9,10,7,7,7
210209,M. Asiri,31,68,800000,16000,1632,Right,1,3,2,Medium/ Low,73,170,58,72,75,59,61,62,53,52,53,66,67,63,69,65,63,67,85,64,76,62,53,28,65,46,65,70,14,17,13,9,8,7,7,8
192202,Bruno César,29,74,5500000,12000,2048,Left,1,3,3,Medium/ Medium,70,165,79,70,58,79,74,80,82,82,77,79,60,61,65,70,77,84,54,53,68,78,76,69,70,77,69,75,66,66,65,16,16,7,13,8
212207,N. Stanciu,25,74,7500000,1000,1868,Right,1,4,3,Medium/ Low,67,157,69,70,66,72,65,74,75,74,71,75,69,69,77,69,78,71,63,67,61,76,60,42,72,76,66,64,23,30,32,14,7,13,10,12
228515,K. Lulić,22,63,525000,2000,1645,Right,1,5,3,Medium/ Medium,73,179,61,58,54,66,51,64,57,51,64,65,62,64,60,58,57,66,60,55,71,56,45,25,60,62,62,65,32,49,48,14,12,14,13,9
199442,M. Grgic,26,63,425000,4000,1604,Right,1,3,3,Medium/ Medium,70,137,45,59,60,63,38,63,42,24,62,64,65,66,63,46,68,58,51,72,60,61,70,61,65,65,22,60,47,47,52,7,13,6,7,12
220883,R. Borré,22,75,9500000,21000,1934,Right,1,3,4,High/ Medium,69,157,63,76,72,70,72,77,79,67,61,74,82,80,82,71,80,75,79,69,68,68,67,35,75,72,66,77,41,33,22,11,14,14,11,8
189606,J. Baumgartlinger,30,78,7500000,53000,1943,Right,2,3,2,Medium/ High,72,190,63,39,69,81,50,65,47,49,71,74,68,71,65,74,64,73,80,88,78,39,84,77,62,64,59,75,79,80,75,9,13,10,9,14
225668,K. Grant,20,65,1100000,3000,1571,Right,1,3,3,High/ Medium,72,154,38,66,53,52,52,64,39,35,31,63,86,88,71,62,60,59,72,62,62,61,35,25,64,53,55,58,53,23,24,11,10,13,15,14
181095,J. Řezníček,30,65,525000,1000,1674,Right,1,3,2,Medium/ Medium,72,181,52,67,56,54,56,62,44,57,55,66,70,74,57,58,58,61,57,64,81,60,68,50,65,59,64,60,18,44,39,10,14,11,13,10
232860,K. Higashi,27,69,1100000,6000,1828,Right,1,4,3,High/ Medium,70,159,66,65,60,68,60,65,57,61,65,66,73,66,63,74,63,65,66,83,69,64,68,60,71,66,61,64,53,41,42,10,8,14,6,9
178310,S. Iacoponi,31,68,575000,14000,1563,Right,1,3,2,Low/ High,71,161,53,28,65,48,37,40,48,12,30,63,78,86,78,67,60,57,68,87,63,14,66,70,28,37,38,59,55,66,68,5,13,13,8,14
235149,J. Schouten,21,66,900000,2000,1711,Right,1,3,4,Medium/ Medium,73,159,54,58,57,67,50,66,38,33,69,68,70,65,65,67,70,61,58,70,58,63,48,58,64,62,60,63,60,59,50,11,7,6,5,14
240899,J. Filipović,25,72,3300000,10000,1473,Right,1,4,2,High/ Medium,75,187,31,22,73,59,23,32,24,28,57,59,67,55,55,68,47,42,62,64,77,27,77,75,24,23,33,62,74,72,69,12,14,7,10,11
165509,B. Clarke,30,66,625000,4000,1724,Left,1,2,3,High/ High,67,141,53,65,58,55,64,66,58,51,34,66,65,72,89,64,94,70,93,65,71,61,68,25,67,72,67,66,42,35,29,1,1,1,1,1
226025,J. Serafin,22,59,220000,1000,1585,Right,1,3,2,Medium/ Medium,71,152,43,43,50,64,42,58,48,42,59,58,68,62,58,59,60,56,65,69,55,55,61,52,56,53,45,60,49,55,51,11,10,12,10,6
203863,L. Fariña,27,68,950000,5000,1764,Right,1,3,4,Medium/ Medium,70,159,65,60,58,66,55,72,73,68,62,73,68,66,74,66,72,68,66,41,61,59,45,49,63,66,65,61,41,50,48,10,9,7,9,9
240500,L. Woolfenden,19,60,280000,1000,1377,Right,1,2,2,Medium/ Medium,72,154,51,21,63,57,26,22,31,29,54,55,64,64,52,53,60,41,65,55,61,23,55,57,28,30,42,54,59,60,57,9,11,6,6,10
242621,R. Niizato,22,52,70000,1000,1480,Right,1,3,2,Medium/ Medium,71,150,38,41,59,55,41,46,35,40,51,50,60,62,59,55,61,61,59,65,68,44,61,43,49,52,37,41,43,51,47,8,12,9,11,7
244339,I. Lakićević,24,68,875000,5000,1712,Right,1,3,2,High/ Medium,71,165,68,35,66,65,38,62,46,42,58,63,72,67,73,65,65,59,66,66,67,42,68,66,58,51,37,62,68,71,69,7,6,8,10,8
211302,G. Lapadula,28,76,8000000,20000,1827,Left,2,3,3,High/ Medium,70,152,50,80,78,68,76,75,68,69,34,77,79,78,85,72,78,70,77,69,61,58,78,19,79,61,72,72,21,15,18,9,15,15,11,12
223248,J. Lucero,26,73,4800000,19000,1782,Right,1,3,3,Medium/ Low,70,159,60,70,73,70,65,71,58,41,60,72,84,79,84,72,69,71,72,65,70,63,64,32,72,52,71,72,21,30,18,15,8,10,14,6
241833,K. Gutiérrez,21,61,550000,2000,1721,Right,1,2,2,Medium/ Medium,66,143,53,43,48,63,45,60,51,61,64,59,73,74,71,57,81,61,63,73,49,52,62,60,50,61,53,54,59,58,59,9,10,14,14,11
194412,B. N'Gala,28,62,250000,2000,1392,Right,1,2,2,Medium/ Medium,74,198,42,31,60,42,29,39,31,25,40,32,48,45,49,49,38,42,69,81,91,36,72,53,33,36,46,36,60,61,59,8,11,8,10,16
244709,M. Jevtovic,24,71,2700000,9000,1831,Right,1,3,2,Medium/ High,76,181,49,48,71,75,35,59,56,67,73,65,57,61,61,61,41,74,62,70,78,73,71,71,54,61,76,51,68,72,74,6,6,7,14,15
245166,S. Singh,22,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
242045,M. Ashimeru,20,60,450000,4000,1534,Right,1,3,2,Medium/ Medium,72,165,55,53,41,66,39,62,45,42,60,61,66,68,80,54,73,54,52,69,38,37,39,37,55,67,46,60,35,37,44,12,12,11,12,12
240941,L. Pintor,17,62,675000,5000,1507,Right,1,3,2,Medium/ Medium,70,146,41,64,59,55,59,64,51,40,40,62,78,75,70,51,73,63,58,54,54,59,29,19,59,55,59,50,24,28,18,11,11,10,7,7
211982,N. Neidhart,23,64,525000,1000,1599,Right,1,3,2,Medium/ Medium,70,150,65,42,55,59,32,47,28,27,49,58,73,76,75,64,74,42,71,71,45,32,70,60,57,52,39,49,58,61,58,13,10,9,14,13
172904,L. Tomlin,29,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,12,11
242752,N. Ferguson,17,60,375000,2000,1356,Right,1,3,2,Medium/ Medium,71,154,35,29,57,43,30,32,30,33,33,37,55,61,47,51,66,41,68,55,59,30,50,62,28,36,45,46,63,64,65,8,9,10,13,11
234457,O. Etebo,22,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,12,15
163492,N. Lombaerts,33,74,2300000,14000,1705,Left,2,2,2,Low/ Medium,74,174,63,38,78,73,43,54,59,62,70,67,33,40,42,66,54,67,33,62,78,53,71,78,39,48,48,69,78,76,72,16,10,6,15,13
230194,Jaimosa Cavaco,30,69,750000,6000,1710,Right,1,3,2,Low/ Medium,66,132,72,75,58,56,70,50,46,31,47,53,74,75,70,69,84,43,40,84,33,63,55,70,42,35,50,73,68,62,69,12,10,18,12,14
225203,L. Kelly,22,62,425000,1000,1027,Right,1,3,1,Medium/ Medium,74,183,13,20,16,34,16,15,22,20,35,25,31,33,39,48,41,21,48,32,37,20,31,24,15,19,13,38,15,14,13,64,62,67,59,65
211856,K. Akpoguma,23,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,12,7
209372,M. Saymak,25,72,4000000,11000,1797,Right,1,3,3,Medium/ Medium,67,139,61,68,39,70,65,72,63,38,68,73,75,74,77,66,87,70,58,74,49,69,43,60,72,74,59,70,45,42,38,8,9,9,13,9
245425,N. James,17,54,90000,1000,838,Right,1,3,1,Medium/ Medium,73,172,14,5,14,18,5,9,13,10,16,12,32,17,30,41,42,23,60,27,52,9,19,14,6,38,11,33,9,11,11,57,54,51,51,57
224267,F. Strauss,23,66,725000,3000,1321,Right,1,3,2,Medium/ Medium,77,185,30,26,65,52,31,24,23,30,41,39,46,33,32,64,32,37,69,55,91,20,64,63,28,33,42,54,63,70,64,11,8,14,13,8
234986,P. Retsos,19,75,9000000,19000,1669,Right,1,3,2,Medium/ High,73,179,57,26,70,77,26,46,31,29,62,65,69,74,67,72,54,60,74,76,74,33,69,75,37,42,33,73,72,79,73,14,9,11,6,7
191089,C. Wickham,25,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,10,12
239540,E. Toal,19,54,130000,1000,1156,Right,1,2,2,Low/ Medium,75,154,24,17,58,47,20,45,23,17,45,46,45,48,31,50,34,28,56,62,62,15,57,52,25,24,19,55,51,54,50,6,9,13,15,8
245265,S. Kchouk,24,61,280000,2000,1480,Left,1,3,2,Medium/ Medium,72,159,54,30,55,57,23,60,29,32,50,45,75,73,69,52,64,23,68,61,60,22,61,57,37,38,49,47,59,64,64,6,14,7,10,12
230423,Pascoal Muscato,26,74,4900000,15000,1964,Right,1,4,2,Medium/ Medium,70,185,56,59,59,75,72,70,65,60,74,72,53,64,60,74,66,83,67,70,80,76,74,71,64,66,64,72,75,76,68,9,10,7,9,16
236518,A. Nordin,20,70,3100000,12000,1677,Left,1,4,3,Medium/ Medium,67,146,63,70,46,66,51,74,61,42,59,69,84,82,73,57,79,69,62,58,56,66,31,28,67,67,55,58,28,32,26,14,6,13,10,13
232850,T. Yanagi,20,59,240000,1000,1400,Right,1,3,2,Medium/ High,73,174,58,32,51,50,23,40,27,29,52,45,79,76,56,54,46,34,34,74,79,36,40,55,42,32,33,52,53,59,54,9,14,6,14,14
236947,J. Torunarigha,20,70,2700000,10000,1528,Left,1,2,2,Medium/ Medium,74,170,31,33,74,59,22,45,34,25,62,55,67,77,54,56,52,42,64,64,78,25,65,68,31,47,42,62,68,75,72,5,7,13,5,11
211557,F. Barba,24,73,4700000,11000,1569,Left,1,2,2,Low/ Medium,73,170,37,21,73,61,32,48,30,29,56,59,69,69,67,68,51,47,66,68,75,31,72,76,27,29,35,66,75,73,74,7,11,12,13,8
193172,B. Marshall,27,71,2500000,18000,1924,Right,1,4,3,Medium/ Medium,71,183,75,66,63,67,57,71,73,77,72,72,75,74,71,64,67,74,63,64,62,73,48,57,67,71,72,66,62,64,62,9,10,7,6,9
245068,D. Takahashi,19,56,200000,1000,1428,Left,1,3,2,Medium/ Medium,64,117,32,65,42,41,52,61,51,42,32,59,75,73,79,43,91,53,58,41,32,54,45,21,56,51,56,44,22,27,22,14,6,12,12,8
241326,Shi Xiaodong,21,53,70000,1000,888,Right,1,2,1,Medium/ Medium,73,165,11,9,14,18,7,7,14,14,25,19,25,36,36,58,46,18,64,24,54,8,22,12,4,26,11,57,21,14,12,51,55,57,47,49
190583,M. Smith,26,67,900000,12000,1573,Right,1,3,2,High/ Medium,76,190,57,66,70,61,55,58,30,29,35,66,64,67,50,62,46,69,64,75,81,55,65,28,67,59,63,58,25,23,24,15,11,14,8,11
212888,C. Salcedo,24,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,7,11
243353,B. Mumba,16,55,190000,1000,1485,Right,1,3,2,Medium/ High,66,126,42,33,50,63,31,52,42,36,56,55,60,64,53,53,66,52,62,68,49,30,61,47,42,49,48,54,55,56,54,14,9,8,11,14
148496,A. Malarz,38,72,210000,4000,1165,Right,1,3,1,Medium/ Medium,74,190,33,12,16,56,15,29,13,21,45,33,25,22,21,75,43,19,35,27,44,14,39,22,13,56,35,61,12,21,24,71,64,62,73,75
231408,J. Leko,19,66,1100000,6000,1602,Right,1,4,3,Medium/ Medium,72,141,48,64,64,56,50,76,53,34,41,68,88,89,78,57,73,66,65,63,67,56,30,16,61,53,78,55,22,17,23,6,12,11,8,9
236650,J. Brown,20,56,160000,1000,1436,Right,1,2,3,Medium/ Medium,70,137,47,51,48,51,47,61,47,44,45,55,72,71,52,54,65,55,60,54,44,52,38,24,42,56,47,53,35,30,42,6,14,7,6,14
245419,Joan Monterde,20,63,600000,3000,1547,Right,1,3,3,Medium/ Medium,66,132,54,63,39,63,55,67,48,56,51,66,73,70,66,57,80,66,51,52,45,62,39,31,54,60,47,49,35,32,33,6,7,6,5,8
207998,D. Ward,25,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,69,75
242835,L. Balerdi,19,61,500000,2000,1311,Right,1,2,2,Low/ Medium,74,187,35,23,56,41,29,31,29,30,30,37,55,53,43,52,39,45,70,62,77,20,48,60,29,28,40,45,62,67,62,6,8,15,15,14
229172,K. Gipson,22,61,300000,1000,1535,Right,1,3,2,High/ Medium,70,152,46,31,58,56,26,57,41,31,40,55,74,75,69,55,72,44,82,62,61,28,59,56,42,37,36,46,59,63,62,14,12,10,14,8
245269,E. Fadda,21,54,90000,1000,829,Right,1,3,1,Medium/ Medium,73,174,12,7,16,28,6,7,15,11,16,10,24,33,26,48,45,20,58,30,54,6,14,6,5,30,11,24,7,10,8,57,54,50,50,55
230079,A. Kalulu,22,69,1600000,11000,1740,Right,1,3,3,High/ Low,65,146,54,66,51,65,65,72,62,38,39,69,93,91,93,63,93,67,82,71,61,60,45,21,65,61,62,67,50,21,14,9,6,13,7,11
182001,Titi,30,75,4900000,22000,1603,Left,1,3,2,High/ Medium,74,183,40,27,76,44,50,46,49,45,39,66,32,35,47,69,45,69,46,52,88,22,80,79,42,49,71,62,74,80,77,6,13,15,16,14
199578,Benja,30,66,625000,3000,1588,Right,1,3,2,Medium/ High,74,183,51,61,74,55,60,55,62,68,42,58,45,57,51,61,38,75,48,58,91,60,70,35,72,52,72,65,34,31,14,6,8,8,8,8
234239,G. Hein,21,66,900000,2000,1728,Left,1,3,3,High/ Medium,67,143,58,63,32,65,48,66,78,67,64,67,82,81,90,60,87,67,62,58,46,65,60,40,59,61,51,55,32,36,34,13,7,5,9,15
139727,F. Boeckx,31,71,1400000,10000,1189,Right,1,3,1,Medium/ Medium,71,176,15,15,13,37,12,15,13,19,37,34,32,36,44,63,47,34,56,24,73,13,26,26,14,56,26,66,23,10,17,69,71,78,70,71
205674,Fran Carbia,26,68,1100000,4000,1759,Right,1,3,3,Medium/ High,68,148,65,64,62,62,51,70,64,57,59,66,80,78,81,70,74,57,63,65,57,59,54,51,70,61,60,59,58,20,23,15,13,9,9,12
225878,C. Domínguez,23,75,8500000,45000,1884,Right,1,3,3,High/ Medium,70,154,70,70,56,74,62,76,67,59,70,73,78,77,76,69,70,68,64,77,68,69,53,43,75,73,71,73,53,33,32,15,10,12,15,6
139866,G. Loovens,34,67,230000,5000,1326,Left,1,5,2,Low/ Medium,75,163,42,21,71,61,26,46,38,12,57,53,34,34,32,54,47,52,50,33,75,19,73,66,17,35,24,68,68,68,64,9,14,12,8,11
178562,E. Banega,30,84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,7,10
211228,M. Palmer,23,68,1200000,12000,1840,Right,1,3,3,High/ High,70,174,69,59,50,70,55,66,57,60,67,66,72,69,68,64,67,62,69,75,66,63,60,66,64,69,55,62,62,62,58,9,10,7,13,11
205431,N. Füllkrug,25,78,12500000,38000,1854,Right,1,4,3,High/ Medium,74,183,63,81,80,67,71,70,69,69,48,74,65,65,66,77,52,79,69,73,83,72,67,24,82,61,77,72,47,30,17,15,9,10,13,9
241070,N. Maraš,22,72,3900000,6000,1583,Right,1,2,2,Medium/ Medium,73,172,31,38,71,62,28,51,24,28,47,60,66,68,65,68,56,48,75,72,73,29,71,69,28,46,32,68,74,70,77,10,9,12,11,14
157741,S. Bentivoglio,33,69,625000,3000,1907,Right,1,3,2,Medium/ Medium,72,165,61,50,60,72,57,60,64,70,70,69,63,68,78,64,58,72,71,75,83,71,69,63,63,68,65,70,61,66,61,11,14,9,7,14
207510,T. Lee,32,64,350000,3000,1644,Left,2,3,2,High/ Medium,72,161,38,63,60,61,68,61,42,37,36,64,75,61,69,60,60,66,67,61,65,63,70,56,67,65,65,64,30,31,27,6,13,11,11,15
189061,S. Burchert,28,71,1700000,6000,1066,Right,1,3,1,Medium/ Medium,74,172,11,14,13,23,11,11,15,11,22,20,48,43,42,65,31,17,63,32,65,15,32,18,14,18,17,36,18,14,14,71,69,68,71,70
202259,M. Ødegaard,25,66,725000,2000,1479,Right,1,3,2,Medium/ Medium,73,176,53,19,61,57,24,49,33,24,53,51,64,54,61,59,59,53,76,65,77,22,58,70,30,43,19,59,68,67,63,10,8,11,9,9
235143,M. Welch-Hayes,21,54,90000,1000,1356,Right,1,3,2,Medium/ Medium,71,170,55,28,51,46,33,51,42,34,53,53,62,74,61,46,39,30,55,55,56,29,47,45,43,37,33,41,55,52,52,15,6,6,6,6
235522,Aleix Febas,22,69,1600000,44000,1822,Right,1,3,3,Medium/ Medium,68,141,61,58,36,71,57,74,71,62,69,69,70,65,81,62,83,67,58,63,64,66,57,61,63,68,59,69,55,59,55,6,10,6,9,7
190653,I. Brizuela,27,76,8000000,36000,1947,Right,1,4,4,High/ Medium,67,146,73,65,50,72,61,80,69,52,65,79,90,92,90,68,78,72,66,80,68,69,70,43,69,66,60,72,40,50,42,12,9,16,15,16
188992,M. Estigarribia,30,74,5500000,13000,2021,Left,1,4,3,High/ Medium,71,163,73,63,63,72,68,73,71,70,72,72,81,81,80,74,71,64,63,77,68,66,75,61,76,62,67,76,57,69,69,13,13,16,14,7
186395,M. Ritchie,28,77,9000000,49000,2015,Left,1,4,4,High/ Medium,68,168,80,72,38,75,75,77,74,66,72,76,75,73,71,75,84,76,70,76,59,77,73,49,76,76,72,72,56,57,54,15,8,11,14,13
244177,D. Camara Bos,19,55,150000,1000,1423,Right,1,3,2,Medium/ Medium,69,143,45,32,52,34,28,56,41,39,35,49,68,63,59,55,75,32,58,55,47,35,53,55,46,41,47,42,56,59,58,14,8,5,13,10
199386,B. Linssen,27,72,3300000,12000,1896,Right,1,3,3,High/ Medium,67,154,67,74,72,68,71,73,74,67,59,74,81,77,73,70,83,77,82,78,60,73,70,36,72,67,54,72,34,30,29,7,16,6,11,11
205360,K. Roofe,25,74,7000000,38000,1959,Right,1,4,3,High/ Medium,70,143,68,75,72,67,61,71,69,63,59,72,79,80,83,68,78,74,82,75,67,72,60,50,75,67,63,69,43,49,53,14,14,12,11,13
143306,T. Zengin,34,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,76,74
200701,G. Beretta,26,65,650000,1000,1585,Right,1,4,2,Medium/ Low,73,183,52,64,65,55,64,57,49,57,47,60,65,71,61,63,57,67,72,72,83,61,51,17,66,41,48,64,23,18,20,7,14,10,13,15
229285,D. Gnaase,21,64,650000,1000,1726,Right,1,3,3,High/ Medium,70,170,53,47,45,67,48,64,50,48,66,65,77,75,76,60,78,64,69,68,62,59,62,58,52,62,45,52,55,56,54,8,5,8,11,9
191096,K. Hyland,29,68,700000,10000,1859,Right,1,3,3,Medium/ Medium,72,176,57,49,67,67,57,68,49,64,65,69,59,54,56,66,64,80,77,70,85,70,73,66,64,64,55,70,60,69,66,7,12,13,8,9
241341,Zhang Yuan,21,51,60000,2000,1459,Right,1,2,2,Medium/ Medium,72,172,36,30,48,57,32,45,37,38,55,50,71,76,75,55,58,55,60,62,61,33,58,41,53,47,36,43,47,41,46,12,12,10,13,9
173834,N. Eardley,29,67,575000,7000,1792,Right,1,3,2,High/ Medium,71,163,70,43,59,64,49,57,67,59,64,63,61,67,74,63,75,59,74,78,63,56,59,66,49,52,61,64,70,66,64,6,9,8,7,10
