IsBadBuy,PurchDate,Auction,VehYear,VehicleAge,Make,Model,Trim,SubModel,Color,Transmission,VehOdo,Nationality,Size,TopThreeAmericanName,MMRAcquisitionAuctionAveragePrice,MMRAcquisitionAuctionCleanPrice,MMRAcquisitionRetailAveragePrice,MMRAcquisitonRetailCleanPrice,MMRCurrentAuctionAveragePrice,MMRCurrentAuctionCleanPrice,MMRCurrentRetailAveragePrice,MMRCurrentRetailCleanPrice,BYRNO,VehBCost,IsOnlineSale,WarrantyCost
1,02-05-2010,MANHEIM,2003,7,CHEVROLET,TRAILBLAZER 4WD 6C,LS,4D SUV 4.2L LS,RED,AUTO,88192,AMERICAN,MEDIUM SUV,GM,5419,6817,9180,10364,5946,7408,9684,11810,17675,7800,0,2452
0,02-08-2010,MANHEIM,2005,5,CHEVROLET,TRAILBLAZER 4WD 6C,LS,4D SUV 4.2L LS,BLUE,AUTO,69424,AMERICAN,MEDIUM SUV,GM,7703,,11792,13743,8167,9760,12318,14181,18111,8200,0,1703
0,2/15/2010,MANHEIM,2005,5,NISSAN,ALTIMA,Bas,4D SEDAN,GREY,AUTO,67538,TOP LINE ASIAN,MEDIUM,OTHER,6114,7108,9610,10942,6939,,10338,11731,20928,8535,0,630
1,2/19/2010,MANHEIM,2003,7,CHEVROLET,CAVALIER 4C,Bas,4D SEDAN,SILVER,AUTO,92172,AMERICAN,COMPACT,GM,2311,3145,5280,5980,2318,3176,4924,6746,1191,4200,1,1641
1,2/19/2010,MANHEIM,2003,7,CHEVROLET,CAVALIER 4C,Bas,4D SEDAN,SILVER,AUTO,92184,AMERICAN,COMPACT,GM,2429,3357,5063,6997,2374,,4749,5802,17675,3600,0,1641
0,2/22/2010,MANHEIM,2004,6,CHEVROLET,CAVALIER 4C,Bas,2D COUPE,WHITE,MANUAL,63358,AMERICAN,COMPACT,GM,2648,3525,6126,8155,,3934,5795,6586,17675,4000,0,1020
0,2/22/2010,MANHEIM,2003,7,CHEVROLET,CAVALIER 4C,LS,4D SEDAN LS,BLUE,AUTO,74450,AMERICAN,COMPACT,GM,2762,3770,5867,8008,3042,4135,5788,,17675,4100,0,1455
0,2/22/2010,MANHEIM,2005,5,NISSAN,ALTIMA,S,4D SEDAN S,GREY,AUTO,74697,TOP LINE ASIAN,MEDIUM,OTHER,6192,7611,10314,12677,6321,7214,9367,10572,17675,8100,0,686
0,2/22/2010,MANHEIM,2005,5,CHEVROLET,TRAILBLAZER 4WD 6C,LS,4D SUV 4.2L LS,MAROON,AUTO,91225,AMERICAN,MEDIUM SUV,GM,8149,9860,12303,14283,8772,10638,13038,14856,17675,8000,0,2351
0,05-03-2010,MANHEIM,2005,5,NISSAN,ALTIMA,Bas,4D SEDAN,BLACK,AUTO,82928,TOP LINE ASIAN,MEDIUM,OTHER,6910,8292,10162,12026,6060,7586,9518,11377,19638,8000,0,723
0,05-10-2010,MANHEIM,2005,5,NISSAN,ALTIMA,Bas,4D SEDAN,BEIGE,AUTO,68032,TOP LINE ASIAN,MEDIUM,OTHER,6695,8119,10170,11945,5405,6637,8996,10626,20740,8800,0,630
0,5/24/2010,MANHEIM,2006,4,ISUZU,ASCENDER 2WD 6C,LS,SPORT UTILITY,GREY,AUTO,91537,OTHER ASIAN,MEDIUM SUV,OTHER,7763,9166,11471,12914,7225,8610,10388,,18880,5800,0,1341
0,06-07-2010,MANHEIM,2004,6,CHEVROLET,MALIBU MAXX V6,LS,4D SEDAN LS,WHITE,AUTO,62583,AMERICAN,MEDIUM,GM,4976,6327,8001,9276,4506,5933,7646,9052,8172,7100,0,1118
0,06-07-2010,MANHEIM,2005,5,CHEVROLET,CAVALIER 4C,Bas,2D COUPE,ORANGE,AUTO,45707,AMERICAN,COMPACT,GM,,4251,6056,7376,3204,4238,6242,7067,8172,4300,0,834
0,08-09-2010,MANHEIM,2006,4,HYUNDAI,SANTA FE 4WD V6,GLS,4D CUV 2.7L GLS,BLACK,AUTO,81609,OTHER ASIAN,MEDIUM SUV,OTHER,7207,8081,11003,11927,6973,8109,11626,12624,21973,7600,0,1243
1,08-09-2010,MANHEIM,2006,4,CHEVROLET,TRAILBLAZER 4WD 6C,LS,4D SUV 4.2L,BLUE,AUTO,96464,AMERICAN,MEDIUM SUV,GM,10244,12699,14568,16473,,11479,13549,15637,21973,7330,0,2351
0,08-09-2010,MANHEIM,2007,3,DODGE,CALIBER,SXT,4D WAGON SXT,GREY,AUTO,90387,AMERICAN,MEDIUM,CHRYSLER,7197,8391,,12122,6953,8360,10670,12076,21973,6000,0,1053
0,8/16/2010,MANHEIM,2004,6,CHEVROLET,TRAILBLAZER 4WD 6C,Nor,4D SUV 4.2L LS,WHITE,AUTO,86667,AMERICAN,MEDIUM SUV,GM,6240,7920,10345,12443,6409,8263,10225,12079,5546,6300,0,2152
0,8/16/2010,MANHEIM,2003,7,NISSAN,ALTIMA,SE,4D SEDAN SE,SILVER,AUTO,75280,TOP LINE ASIAN,MEDIUM,OTHER,4646,6091,8020,9828,4851,6002,7704,9585,5546,7700,0,986
0,8/16/2010,MANHEIM,2005,5,CHEVROLET,MALIBU MAXX V6,LS,4D SEDAN LS,SILVER,AUTO,71715,AMERICAN,MEDIUM,GM,5016,6282,8245,9765,5255,6572,8935,10048,5546,5200,0,1272
0,8/23/2010,MANHEIM,2004,6,CHEVROLET,TRAILBLAZER 4WD 6C,Nor,4D SUV 4.2L LS,BLUE,AUTO,78014,AMERICAN,MEDIUM SUV,GM,6707,8551,12364,15763,5984,7808,9625,11582,17675,7900,0,1974
0,8/23/2010,MANHEIM,2006,4,NISSAN,ALTIMA,Bas,4D SEDAN,BLUE,AUTO,88135,TOP LINE ASIAN,MEDIUM,OTHER,7512,8842,,12643,7813,9250,11633,13264,17675,8000,0,723
0,8/23/2010,MANHEIM,2006,4,NISSAN,ALTIMA,Bas,4D SEDAN,BLACK,AUTO,73635,TOP LINE ASIAN,MEDIUM,OTHER,7512,8842,11201,,7070,8388,10922,,17675,8500,0,686
0,11-08-2010,MANHEIM,2006,4,CHEVROLET,TRAILBLAZER 4WD 6C,LS,4D SUV 4.2L,GREY,AUTO,76175,AMERICAN,MEDIUM SUV,GM,8523,10217,13233,14809,9123,12138,13336,16295,52492,8000,0,1974
0,11-08-2010,MANHEIM,2007,3,DODGE,CALIBER,Bas,4D WAGON,WHITE,AUTO,91049,AMERICAN,MEDIUM,CHRYSLER,5694,6936,,10555,6062,7238,9617,10651,52598,5000,0,1053
0,11-08-2010,MANHEIM,2006,4,CHEVROLET,MALIBU MAXX V6,LT,4D SEDAN LT,MAROON,AUTO,76392,AMERICAN,MEDIUM,GM,5601,6996,9505,,5189,6590,8626,9807,52492,6600,0,1272
0,11-08-2010,MANHEIM,2007,3,DODGE,CALIBER,Bas,4D WAGON,BLUE,AUTO,54988,AMERICAN,MEDIUM,CHRYSLER,,6936,9327,10555,5764,6905,9005,10278,52598,7200,0,754
0,06-10-2010,MANHEIM,2003,7,NISSAN,ALTIMA,SE,4D SEDAN SE,WHITE,AUTO,78686,TOP LINE ASIAN,MEDIUM,OTHER,,6403,8810,10403,5021,6149,8390,10036,18881,7945,0,986
0,06-10-2010,MANHEIM,2008,2,DODGE,CALIBER,SE,4D WAGON,RED,AUTO,71126,AMERICAN,MEDIUM,CHRYSLER,7785,8646,11807,12576,7526,8371,,12242,18881,6730,0,920
1,7/29/2010,MANHEIM,2007,3,DODGE,CALIBER,SXT,4D WAGON SXT,SILVER,AUTO,83401,AMERICAN,MEDIUM,CHRYSLER,7031,8177,10943,12014,7117,,10602,11991,18880,6695,0,983
0,08-05-2010,MANHEIM,2002,8,NISSAN,ALTIMA,Bas,4D SEDAN,SILVER,AUTO,90549,TOP LINE ASIAN,MEDIUM,OTHER,3619,,6485,7725,3564,4499,6647,7887,18111,5395,0,1065
0,09-02-2010,MANHEIM,2007,3,NISSAN,ALTIMA,Bas,4D SEDAN,MAROON,AUTO,72583,TOP LINE ASIAN,MEDIUM,OTHER,10945,12475,14608,16651,10028,11263,13652,15160,18881,10325,0,686
0,10-07-2010,MANHEIM,2007,3,DODGE,CALIBER,Bas,4D WAGON,ORANGE,AUTO,57836,AMERICAN,MEDIUM,CHRYSLER,5990,7364,9941,11133,6413,7800,9946,11267,18881,7445,0,754
0,10/14/2010,MANHEIM,2007,3,DODGE,CALIBER,Bas,4D WAGON,ORANGE,AUTO,76761,AMERICAN,MEDIUM,CHRYSLER,6259,7659,10135,10981,5810,6984,9651,10564,8172,7030,0,920
0,10/28/2010,MANHEIM,2007,3,DODGE,CALIBER,SXT,4D WAGON SXT,SILVER,AUTO,68765,AMERICAN,MEDIUM,CHRYSLER,6633,7874,10385,11168,6959,8093,10521,11661,8172,7200,0,825
0,1/19/2009,MANHEIM,2002,7,CHEVROLET,MALIBU V6 3.1L V6 SF,Bas,4D SEDAN,GREEN,AUTO,73081,AMERICAN,MEDIUM,GM,2278,3201,2960,3957,2118,3037,2787,3780,21973,3600,0,2508
0,02-02-2009,MANHEIM,2006,3,DODGE,STRATUS 4C 2.4L I4 S,SXT,4D SEDAN,BLUE,AUTO,54078,AMERICAN,MEDIUM,CHRYSLER,4611,,5480,6306,,6309,6375,7314,20928,6200,0,920
1,02-02-2009,MANHEIM,2005,4,CHEVROLET,MALIBU 4C 2.2L I4 MP,Cla,4D SEDAN CLASSIC,GREY,AUTO,85211,AMERICAN,MEDIUM,GM,3286,4307,4049,5152,4004,4842,4824,5729,20928,3400,0,1243
0,02-09-2009,MANHEIM,2004,5,CHEVROLET,MALIBU 4C 2.2L I4 MP,Cla,4D SEDAN CLASSIC,GOLD,AUTO,86760,AMERICAN,MEDIUM,GM,3090,3987,,4806,3360,4288,4129,5131,21973,4000,0,1243
0,02-09-2009,MANHEIM,2004,5,CHEVROLET,MALIBU 4C 2.2L I4 MP,Cla,4D SEDAN CLASSIC,BEIGE,AUTO,73765,AMERICAN,MEDIUM,GM,3090,3987,3837,4806,3521,4457,4303,,16044,3700,0,1155
0,02-09-2009,MANHEIM,2006,3,SATURN,ION 2.2L I4 EFI / SF,2,4D SEDAN LEVEL 2,SILVER,AUTO,50787,AMERICAN,MEDIUM,GM,5904,7144,6876,8216,4113,5279,,6201,16044,6200,0,671
0,2/13/2009,MANHEIM,2005,4,CHEVROLET,MALIBU 4C 2.2L I4 MP,Cla,4D SEDAN CLASSIC,WHITE,AUTO,89456,AMERICAN,MEDIUM,GM,3533,4544,,5408,4859,5802,5748,6766,17675,4200,0,1243
0,2/16/2009,MANHEIM,2006,3,DODGE,STRATUS 4C 2.4L I4 S,SXT,4D SEDAN,GOLD,AUTO,66741,AMERICAN,MEDIUM,CHRYSLER,4868,,5757,6873,5141,6107,6052,,19619,4700,0,1020
0,2/16/2009,MANHEIM,2006,3,DODGE,STRATUS 4C 2.4L I4 S,SXT,4D SEDAN,WHITE,AUTO,50709,AMERICAN,MEDIUM,CHRYSLER,4868,5901,5757,6873,,6699,6491,7735,18880,5935,0,920
0,2/16/2009,MANHEIM,2006,3,CHEVROLET,MALIBU 4C 2.2L I4 MP,LS,4D SEDAN LS,BLUE,AUTO,65657,AMERICAN,MEDIUM,GM,6818,7857,7863,,7415,8501,8508,9681,19619,6400,0,923
0,2/23/2009,MANHEIM,2006,3,DODGE,STRATUS 4C 2.4L I4 S,SXT,4D SEDAN,WHITE,AUTO,70143,AMERICAN,MEDIUM,CHRYSLER,4840,5875,5727,6845,5050,5940,5954,6915,17675,4800,0,1155
0,2/23/2009,MANHEIM,2006,3,DODGE,STRATUS 4C 2.4L I4 S,SXT,4D SEDAN,GOLD,AUTO,99755,AMERICAN,MEDIUM,CHRYSLER,,,5727,6845,5307,6163,6232,7156,16044,4100,0,1341
0,3/23/2009,MANHEIM,2006,3,DODGE,STRATUS 4C 2.4L I4 S,SXT,4D SEDAN,BLUE,AUTO,67196,AMERICAN,MEDIUM,CHRYSLER,5440,6309,6375,,5372,6414,6302,7427,18111,5500,0,1020
0,04-06-2009,MANHEIM,2006,3,SATURN,ION 2.2L I4 EFI / SF,2,4D SEDAN LEVEL 2,GOLD,AUTO,66961,AMERICAN,MEDIUM,GM,5579,6823,6525,7869,5579,6823,6525,,16044,5835,0,728
0,4/20/2009,MANHEIM,2006,3,CHEVROLET,MALIBU 4C 2.2L I4 MP,LT,4D SEDAN LT,BLUE,AUTO,84430,AMERICAN,MEDIUM,GM,6311,7450,7316,8546,6311,,7316,8546,18880,6200,0,1113
0,4/20/2009,MANHEIM,2003,6,CHEVROLET,MALIBU V6 3.1L V6 SF,Bas,4D SEDAN,SILVER,AUTO,95722,AMERICAN,MEDIUM,GM,2368,3332,3057,4099,,3332,3057,4099,18880,3300,0,2939
0,6/15/2009,MANHEIM,2007,2,CHEVROLET,MALIBU 4C 2.2L I4 MP,LS,4D SEDAN LS,BLUE,AUTO,74760,AMERICAN,MEDIUM,GM,6269,7600,,8708,6269,7600,7271,8708,18880,6100,0,1038
0,6/15/2009,MANHEIM,2006,3,CHEVROLET,MALIBU 4C 2.2L I4 MP,LT,4D SEDAN LT,GOLD,AUTO,80571,AMERICAN,MEDIUM,GM,6311,,7316,8546,,,7316,,18880,6100,0,1113
0,6/15/2009,MANHEIM,2003,6,NISSAN,PATHFINDER 4WD V6 3.,LE,4D SPORT UTILITY LE,GOLD,AUTO,75185,TOP LINE ASIAN,MEDIUM SUV,OTHER,6785,7945,7828,9081,6921,7678,7975,8792,18880,7900,0,1455
0,6/22/2009,MANHEIM,2007,2,CHEVROLET,MALIBU 4C 2.2L I4 MP,LS,4D SEDAN LS,GREY,AUTO,71633,AMERICAN,MEDIUM,GM,6269,7600,,8708,6269,7600,7271,8708,18111,6600,0,1038
0,6/22/2009,MANHEIM,2003,6,PONTIAC,GRAND AM 4C 2.2L I4,SE,4D SEDAN SE1,BLACK,AUTO,71743,AMERICAN,MEDIUM,GM,,3436,3276,4211,2570,3436,3276,4211,18111,4100,0,1806
0,6/22/2009,MANHEIM,2004,5,CHEVROLET,MALIBU 4C 2.2L I4 MP,Cla,4D SEDAN CLASSIC,SILVER,AUTO,80124,AMERICAN,MEDIUM,GM,3486,5019,4265,5921,3486,5019,4265,5921,18111,4000,0,1243
0,07-06-2009,MANHEIM,2001,8,CHEVROLET,S10 PICKUP 2WD 4C 2.,Bas,REG CAB 2.2L FFV,GREY,AUTO,77129,AMERICAN,SMALL TRUCK,GM,3061,4273,3806,5115,,4303,3776,5147,18880,4100,0,2157
0,7/13/2009,MANHEIM,2006,3,SUZUKI,RENO 2.0L I4 EFI,,4D SEDAN,RED,AUTO,42175,OTHER ASIAN,COMPACT,OTHER,4490,5412,5349,6345,4490,5412,5349,6345,21973,5400,0,482
0,7/20/2009,MANHEIM,2003,6,CHEVROLET,S10 PICKUP 2WD 4C 2.,Bas,EXT CAB 2.2L LS,BLACK,AUTO,88685,AMERICAN,SMALL TRUCK,GM,4527,5587,5389,6534,4542,,5405,6602,17675,6000,0,2322
0,7/20/2009,MANHEIM,2001,8,CHEVROLET,S10 PICKUP 2WD 4C 2.,Bas,REG CAB 2.2L FFV,BLUE,AUTO,73701,AMERICAN,SMALL TRUCK,GM,3061,4273,3806,5115,3408,,4181,5422,17675,3900,0,2157
0,7/20/2009,MANHEIM,2005,4,CHEVROLET,MALIBU 4C 2.2L I4 MP,Bas,4D SEDAN,SILVER,AUTO,46806,AMERICAN,MEDIUM,GM,,6288,5774,7291,5046,6509,5950,7530,17675,6400,0,764
1,7/27/2009,MANHEIM,2001,8,DODGE,STRATUS 4C 2.4L I4 S,SE,4D SEDAN SE,BEIGE,AUTO,82793,AMERICAN,MEDIUM,CHRYSLER,1799,2392,2443,3083,,1964,2036,2621,18880,2500,0,1543
1,7/27/2009,MANHEIM,2004,5,PONTIAC,GRAND AM 4C 2.2L I4,SE,4D SEDAN SE,SILVER,AUTO,96204,AMERICAN,MEDIUM,GM,3197,4263,3953,5104,3197,4263,3953,5104,18880,2400,0,1774
1,08-07-2009,MANHEIM,2006,3,SUZUKI,RENO 2.0L I4 EFI,,4D SEDAN,RED,AUTO,62187,OTHER ASIAN,COMPACT,OTHER,,5412,,,4395,5350,5247,6278,99740,4100,0,533
0,08-10-2009,MANHEIM,2002,7,NISSAN,PATHFINDER 4WD V6 MF,SE,4D SPORT UTILITY LE,BLUE,AUTO,85262,TOP LINE ASIAN,MEDIUM SUV,OTHER,,6765,6994,7806,6012,7069,6993,8135,17675,7200,0,1543
0,11/22/2010,MANHEIM,2007,3,DODGE,CALIBER,Bas,4D WAGON,BLUE,AUTO,72470,AMERICAN,MEDIUM,CHRYSLER,5819,7151,9832,10878,6759,,10320,11639,52646,7000,0,920
0,11/22/2010,MANHEIM,2005,5,CHRYSLER,300C,C,4D SEDAN HEMI,BLACK,AUTO,83755,AMERICAN,SPECIALTY,CHRYSLER,9511,11043,13343,15101,9874,11925,14110,16895,52646,10100,0,1503
1,3/17/2009,MANHEIM,2004,5,SATURN,ION 2.2L I-4 MPI DOH,3,2D QUAD COUPE LEVEL 3,BLACK,AUTO,92057,AMERICAN,MEDIUM,GM,5159,5936,6072,6911,5159,5936,,6911,20740,3775,0,909
0,04-07-2009,MANHEIM,2001,8,CHEVROLET,MALIBU V6 3.1L V6 SF,Bas,4D SEDAN,SILVER,AUTO,96935,AMERICAN,MEDIUM,GM,,2267,2217,2948,1590,2267,2217,2948,20740,3580,0,2939
0,4/21/2009,MANHEIM,2004,5,PONTIAC,GRAND AM 4C 2.2L I4,SE,4D SEDAN SE,GREY,AUTO,66766,AMERICAN,MEDIUM,GM,3250,4338,4010,,3250,4338,4010,,20740,4315,0,1313
0,4/21/2009,MANHEIM,2006,3,CHEVROLET,MALIBU 4C 2.2L I4 MP,LT,4D SEDAN LT,BLUE,AUTO,72271,AMERICAN,MEDIUM,GM,,7450,7316,8546,6311,7450,7316,8546,20740,6200,0,1038
0,4/21/2009,MANHEIM,2004,5,SATURN,VUE 2WD 4C 2.2L I-4,,4D CUV 2.2L,BLACK,AUTO,62132,AMERICAN,MEDIUM SUV,GM,3971,5209,4789,6126,3971,5209,4789,6126,20740,6235,0,1411
0,05-12-2009,MANHEIM,2004,5,PONTIAC,GRAND AM 4C 2.2L I4,SE,4D SEDAN SE,SILVER,AUTO,92729,AMERICAN,MEDIUM,GM,3250,4338,4010,5185,3250,4338,4010,5185,16044,3415,0,1774
0,11/24/2009,MANHEIM,2003,6,CHEVROLET,CAVALIER 4C,Bas,4D SEDAN,WHITE,AUTO,86761,AMERICAN,COMPACT,GM,2256,3120,2936,3870,2142,3000,4871,5865,16044,3315,0,1543
0,12-08-2009,MANHEIM,2007,2,DODGE,CALIBER,Bas,4D WAGON,BLUE,AUTO,54670,AMERICAN,MEDIUM,CHRYSLER,7251,8852,11019,12371,6709,7986,10673,11757,16044,7040,0,754
0,12/15/2009,MANHEIM,2005,4,CHEVROLET,TRAILBLAZER 4WD 6C,LS,4D SUV 4.2L LS,GREEN,AUTO,79427,AMERICAN,MEDIUM SUV,GM,7547,9555,11490,14547,8141,,12294,14281,16044,8085,0,1974
0,03-09-2010,MANHEIM,2004,6,CHEVROLET,TRAILBLAZER 4WD 6C,Nor,4D SUV 4.2L LS,GREY,AUTO,76334,AMERICAN,MEDIUM SUV,GM,6925,8451,10477,12477,6089,7428,9506,11027,16044,8685,0,1974
0,3/23/2010,MANHEIM,2006,4,NISSAN,ALTIMA,Bas,4D SEDAN,BLACK,AUTO,73809,TOP LINE ASIAN,MEDIUM,OTHER,,10857,12592,14257,8449,10178,,13633,16044,8055,0,686
0,04-06-2010,MANHEIM,2006,4,NISSAN,ALTIMA,Bas,4D SEDAN,GREEN,AUTO,87258,TOP LINE ASIAN,MEDIUM,OTHER,0,0,0,0,8449,10178,12318,13633,16044,7985,0,723
0,10/19/2010,MANHEIM,2007,3,DODGE,CALIBER,SXT,4D WAGON SXT,BLACK,AUTO,73388,AMERICAN,MEDIUM,CHRYSLER,6679,7840,10665,11545,6408,,10116,11200,52646,6720,0,920
1,11/23/2010,MANHEIM,2005,5,CHEVROLET,TRAILBLAZER 4WD 6C,LS,4D SUV 4.2L LS,GREY,AUTO,88416,AMERICAN,MEDIUM SUV,GM,6828,8478,10871,12707,6486,8134,10608,12300,52646,7085,0,2152
0,11/23/2010,MANHEIM,2005,5,CHEVROLET,TRAILBLAZER 4WD 6C,LS,4D SUV 4.2L LS,GREY,AUTO,82146,AMERICAN,MEDIUM SUV,GM,6828,8478,10871,12707,7144,8703,11230,12827,52646,7085,0,2152
0,11/30/2010,MANHEIM,2004,6,CHEVROLET,MALIBU MAXX V6,LT,4D SEDAN LS,SILVER,AUTO,85172,AMERICAN,MEDIUM,GM,4614,5668,7433,8443,5081,6351,8299,9515,52646,5985,0,1373
0,11/30/2010,MANHEIM,2004,6,CHEVROLET,TRAILBLAZER 4WD 6C,Nor,4D SUV 4.2L LS,BLACK,AUTO,87959,AMERICAN,MEDIUM SUV,GM,5988,7555,10132,11556,5909,,9662,11368,52646,8100,0,2152
1,11/30/2010,MANHEIM,2004,6,CHEVROLET,MALIBU MAXX V6,LS,4D SEDAN LS,RED,AUTO,101633,AMERICAN,MEDIUM,GM,4614,5668,,8443,,5411,7445,8616,52646,4460,0,1610
0,12-07-2010,MANHEIM,2007,3,NISSAN,ALTIMA,Bas,4D SEDAN,BLACK,AUTO,79500,TOP LINE ASIAN,MEDIUM,OTHER,9952,11764,13756,15314,10818,13024,13576,16325,52646,10315,0,686
0,12-07-2010,MANHEIM,2007,3,DODGE,CALIBER,SXT,4D WAGON SXT,SILVER,AUTO,98538,AMERICAN,MEDIUM,CHRYSLER,6721,7990,10461,11745,,8075,10292,11311,52646,4960,0,1053
0,12/14/2010,MANHEIM,2007,3,DODGE,CALIBER,SXT,4D WAGON SXT,BLACK,AUTO,87263,AMERICAN,MEDIUM,CHRYSLER,,7939,10218,11290,6853,8076,,11530,52646,6985,0,983
0,1/13/2010,MANHEIM,2008,2,DODGE,CALIBER,SE,4D WAGON,GOLD,AUTO,52603,AMERICAN,MEDIUM,CHRYSLER,6941,7498,11388,11865,7208,7783,11086,11539,20234,6635,0,754
0,1/13/2010,MANHEIM,2006,4,NISSAN,ALTIMA,Bas,4D SEDAN S,GOLD,AUTO,80771,TOP LINE ASIAN,MEDIUM,OTHER,8202,9777,11508,,9225,11637,12560,15664,20234,7945,0,723
0,1/27/2010,MANHEIM,2008,2,DODGE,CALIBER,SE,4D WAGON,SILVER,AUTO,43525,AMERICAN,MEDIUM,CHRYSLER,7104,7672,10760,11523,,8376,11284,11757,20234,7135,0,693
0,2/17/2010,MANHEIM,2006,4,CHEVROLET,TRAILBLAZER 4WD 6C,LS,4D SUV 4.2L,WHITE,AUTO,80905,AMERICAN,MEDIUM SUV,GM,10174,12326,14308,16356,10437,12707,,16757,20234,9555,0,2152
0,03-10-2010,MANHEIM,2005,5,CHEVROLET,MALIBU MAXX V6,Max,4D SEDAN,SILVER,AUTO,66593,AMERICAN,MEDIUM,GM,5429,6462,8582,9707,5307,,8381,9598,20234,6815,0,1118
0,12-01-2010,MANHEIM,2005,5,CHEVROLET,TRAILBLAZER 4WD 6C,LS,4D SUV 4.2L LS,GREY,AUTO,88854,AMERICAN,MEDIUM SUV,GM,6856,8603,10981,12650,,8258,11312,12965,21047,8230,0,2152
0,12/15/2010,MANHEIM,2005,5,CHEVROLET,TRAILBLAZER 4WD 6C,LS,4D SUV 4.2L LS,WHITE,AUTO,91909,AMERICAN,MEDIUM SUV,GM,6908,8697,10432,12073,6526,8000,10929,12222,21047,7630,0,2351
0,05-05-2009,OTHER,2006,3,CHEVROLET,MALIBU 4C 2.2L I4 MP,LT,4D SEDAN LT,BLUE,AUTO,51393,AMERICAN,MEDIUM,GM,6311,7450,7316,8546,6311,7450,7316,8546,99750,6400,0,837
0,05-05-2009,OTHER,2006,3,CHEVROLET,MALIBU 4C 2.2L I4 MP,LT,4D SEDAN LT,GREEN,AUTO,70102,AMERICAN,MEDIUM,GM,6311,7450,7316,8546,,7450,7316,8546,99750,6200,0,1038
0,05-05-2009,OTHER,2004,5,CHEVROLET,MALIBU 4C 2.2L I4 MP,Cla,4D SEDAN CLASSIC,BLUE,AUTO,50299,AMERICAN,MEDIUM,GM,3486,5019,4265,5921,3486,5019,,5921,99750,4500,0,920
0,05-05-2009,OTHER,2004,5,CHEVROLET,MALIBU 4C 2.2L I4 MP,Cla,4D SEDAN CLASSIC,BLUE,AUTO,62785,AMERICAN,MEDIUM,GM,3486,,,5921,3486,5019,4265,5921,99750,4500,0,1020
1,05-05-2009,OTHER,2006,3,CHEVROLET,MALIBU 4C 2.2L I4 MP,LT,4D SEDAN LT,GOLD,AUTO,75986,AMERICAN,MEDIUM,GM,6311,7450,7316,,6311,7450,7316,8546,99750,6000,0,1038
0,05-05-2009,OTHER,2006,3,CHEVROLET,MALIBU 4C 2.2L I4 MP,LT,4D SEDAN LT,BLUE,AUTO,62139,AMERICAN,MEDIUM,GM,6311,7450,7316,,6311,7450,7316,8546,99750,5800,0,923
0,6/16/2009,MANHEIM,2006,3,CHEVROLET,MALIBU 4C 2.2L I4 MP,LT,4D SEDAN LT,SILVER,AUTO,86180,AMERICAN,MEDIUM,GM,6311,,,8546,5457,6671,6394,7705,20234,5680,0,1113
0,6/23/2009,MANHEIM,2001,8,JEEP,CHEROKEE 2WD 6C 4.0L,Spo,4D WAGON SPORT,BLUE,AUTO,65313,AMERICAN,MEDIUM SUV,CHRYSLER,2910,,3643,4790,,3805,3669,4609,19662,5380,0,1320
0,07-07-2009,MANHEIM,2006,3,NISSAN,ALTIMA,SE,4D SEDAN SE,RED,AUTO,71993,TOP LINE ASIAN,MEDIUM,OTHER,11589,13233,13016,14792,11486,13000,12905,14540,18822,8930,0,686
0,7/14/2009,MANHEIM,2006,3,CHEVROLET,MALIBU 4C 2.2L I4 MP,LS,4D SEDAN LS,SILVER,AUTO,80411,AMERICAN,MEDIUM,GM,6826,7965,7872,,6826,7965,7872,9102,18822,5480,0,1113
0,7/14/2009,MANHEIM,2007,2,CHEVROLET,AVEO 1.6L I4 EFI / M,LS,4D SEDAN LS,BLACK,AUTO,62820,AMERICAN,COMPACT,GM,5430,,6364,7409,5430,,6364,7409,18822,4960,0,728
1,12-01-2009,MANHEIM,2006,3,CHEVROLET,TRAILBLAZER 4WD 6C,LS,4D SUV 4.2L,GOLD,AUTO,93992,AMERICAN,MEDIUM SUV,GM,9445,11857,10701,13306,10326,12532,,17120,17212,7085,0,2351
0,12/15/2009,MANHEIM,2005,4,NISSAN,ALTIMA,Bas,4D SEDAN,OTHER,AUTO,79505,TOP LINE ASIAN,MEDIUM,OTHER,5855,7111,9227,11068,7061,,10488,11959,18822,6620,0,686
0,12/15/2009,MANHEIM,2006,3,CHEVROLET,MALIBU MAXX V6,LS,4D SEDAN,WHITE,AUTO,87328,AMERICAN,MEDIUM,GM,6294,7556,10750,11672,6244,7511,10371,12476,18822,5885,0,1373
0,01-12-2010,MANHEIM,2006,4,NISSAN,ALTIMA,Bas,4D SEDAN,GOLD,AUTO,67190,TOP LINE ASIAN,MEDIUM,OTHER,7655,9388,10787,13073,8675,10384,12237,13780,25100,8235,0,630
0,01-12-2010,MANHEIM,2007,3,NISSAN,ALTIMA,Bas,4D SEDAN,BLUE,AUTO,61981,TOP LINE ASIAN,MEDIUM,OTHER,9899,11355,13831,15690,10655,12254,14241,15989,25100,9750,0,630
0,01-12-2010,MANHEIM,2006,4,NISSAN,ALTIMA,Bas,4D SEDAN,GOLD,AUTO,58219,TOP LINE ASIAN,MEDIUM,OTHER,7655,9388,10787,13073,8421,10387,11888,14584,25100,8235,0,588
