ID,Name,Age,Overall,Value,Wage,Special,Preferred Foot,International Reputation,Weak Foot,Skill Moves,Work Rate,Height,Weight,Crossing,Finishing,HeadingAccuracy,ShortPassing,Volleys,Dribbling,Curve,FKAccuracy,LongPassing,BallControl,Acceleration,SprintSpeed,Agility,Reactions,Balance,ShotPower,Jumping,Stamina,Strength,LongShots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Marking,StandingTackle,SlidingTackle,GKDiving,GKHandling,GKKicking,GKPositioning,GKReflexes
229172,K. Gipson,22,61,300000.0,1000.0,1535.0,Right,1.0,3.0,2.0,High/ Medium,70.0,152.0,46.0,31.0,58.0,56.0,26.0,57.0,41.0,31.0,40.0,55.0,74.0,75.0,69.0,55.0,72.0,44.0,82.0,62.0,61.0,28.0,59.0,56.0,42.0,37.0,36.0,46.0,59.0,63.0,62.0,14.0,12.0,10.0,14.0,8.0
245269,E. Fadda,21,54,90000.0,1000.0,829.0,Right,1.0,3.0,1.0,Medium/ Medium,73.0,174.0,12.0,7.0,16.0,28.0,6.0,7.0,15.0,11.0,16.0,10.0,24.0,33.0,26.0,48.0,45.0,20.0,58.0,30.0,54.0,6.0,14.0,6.0,5.0,30.0,11.0,24.0,7.0,10.0,8.0,57.0,54.0,50.0,50.0,55.0
230079,A. Kalulu,22,69,1600000.0,11000.0,1740.0,Right,1.0,3.0,3.0,High/ Low,65.0,146.0,54.0,66.0,51.0,65.0,65.0,72.0,62.0,38.0,39.0,69.0,93.0,91.0,93.0,63.0,93.0,67.0,82.0,71.0,61.0,60.0,45.0,21.0,65.0,61.0,62.0,67.0,50.0,21.0,14.0,9.0,6.0,13.0,7.0,11.0
182001,Titi,30,75,4900000.0,22000.0,1603.0,Left,1.0,3.0,2.0,High/ Medium,74.0,183.0,40.0,27.0,76.0,44.0,50.0,46.0,49.0,45.0,39.0,66.0,32.0,35.0,47.0,69.0,45.0,69.0,46.0,52.0,88.0,22.0,80.0,79.0,42.0,49.0,71.0,62.0,74.0,80.0,77.0,6.0,13.0,15.0,16.0,14.0
199578,Benja,30,66,625000.0,3000.0,1588.0,Right,1.0,3.0,2.0,Medium/ High,74.0,183.0,51.0,61.0,74.0,55.0,60.0,55.0,62.0,68.0,42.0,58.0,45.0,57.0,51.0,61.0,38.0,75.0,48.0,58.0,91.0,60.0,70.0,35.0,72.0,52.0,72.0,65.0,34.0,31.0,14.0,6.0,8.0,8.0,8.0,8.0
234239,G. Hein,21,66,900000.0,2000.0,1728.0,Left,1.0,3.0,3.0,High/ Medium,67.0,143.0,58.0,63.0,32.0,65.0,48.0,66.0,78.0,67.0,64.0,67.0,82.0,81.0,90.0,60.0,87.0,67.0,62.0,58.0,46.0,65.0,60.0,40.0,59.0,61.0,51.0,55.0,32.0,36.0,34.0,13.0,7.0,5.0,9.0,15.0
139727,F. Boeckx,31,71,1400000.0,10000.0,1189.0,Right,1.0,3.0,1.0,Medium/ Medium,71.0,176.0,15.0,15.0,13.0,37.0,12.0,15.0,13.0,19.0,37.0,34.0,32.0,36.0,44.0,63.0,47.0,34.0,56.0,24.0,73.0,13.0,26.0,26.0,14.0,56.0,26.0,66.0,23.0,10.0,17.0,69.0,71.0,78.0,70.0,71.0
205674,Fran Carbia,26,68,1100000.0,4000.0,1759.0,Right,1.0,3.0,3.0,Medium/ High,68.0,148.0,65.0,64.0,62.0,62.0,51.0,70.0,64.0,57.0,59.0,66.0,80.0,78.0,81.0,70.0,74.0,57.0,63.0,65.0,57.0,59.0,54.0,51.0,70.0,61.0,60.0,59.0,58.0,20.0,23.0,15.0,13.0,9.0,9.0,12.0
225878,C. Domínguez,23,75,8500000.0,45000.0,1884.0,Right,1.0,3.0,3.0,High/ Medium,70.0,154.0,70.0,70.0,56.0,74.0,62.0,76.0,67.0,59.0,70.0,73.0,78.0,77.0,76.0,69.0,70.0,68.0,64.0,77.0,68.0,69.0,53.0,43.0,75.0,73.0,71.0,73.0,53.0,33.0,32.0,15.0,10.0,12.0,15.0,6.0
139866,G. Loovens,34,67,230000.0,5000.0,1326.0,Left,1.0,5.0,2.0,Low/ Medium,75.0,163.0,42.0,21.0,71.0,61.0,26.0,46.0,38.0,12.0,57.0,53.0,34.0,34.0,32.0,54.0,47.0,52.0,50.0,33.0,75.0,19.0,73.0,66.0,17.0,35.0,24.0,68.0,68.0,68.0,64.0,9.0,14.0,12.0,8.0,11.0
178562,E. Banega,30,84,2375850.460666194,9542.168674698794,1588.3883770375621,Right,1.0,3.0,2.0,Medium/ Medium,71.15733522324592,165.91335227272728,49.44744318181818,45.14772727272727,52.00994318181818,58.39772727272727,42.90482954545455,55.03693181818182,47.08664772727273,42.78053977272727,52.40269886363637,58.06889204545455,64.48082386363636,64.4012784090909,63.53409090909091,61.44318181818182,63.80539772727273,54.86505681818182,64.5909090909091,62.60298295454545,64.63352272727273,46.54048295454545,55.34303977272727,46.33948863636363,49.50426136363637,53.19105113636363,48.43892045454545,58.11292613636363,58.11292613636362,47.32173295454545,45.34872159090909,16.587357954545453,16.428267045454547,7.0,7.0,10.0
211228,M. Palmer,23,68,1200000.0,12000.0,1840.0,Right,1.0,3.0,3.0,High/ High,70.0,174.0,69.0,59.0,50.0,70.0,55.0,66.0,57.0,60.0,67.0,66.0,72.0,69.0,68.0,64.0,67.0,62.0,69.0,75.0,66.0,63.0,60.0,66.0,64.0,69.0,55.0,62.0,62.0,62.0,58.0,9.0,10.0,7.0,13.0,11.0
205431,N. Füllkrug,25,78,12500000.0,38000.0,1854.0,Right,1.0,4.0,3.0,High/ Medium,74.0,183.0,63.0,81.0,80.0,67.0,71.0,70.0,69.0,69.0,48.0,74.0,65.0,65.0,66.0,77.0,52.0,79.0,69.0,73.0,83.0,72.0,67.0,24.0,82.0,61.0,77.0,72.0,47.0,30.0,17.0,15.0,9.0,10.0,13.0,9.0
241070,N. Maraš,22,72,3900000.0,6000.0,1583.0,Right,1.0,2.0,2.0,Medium/ Medium,73.0,172.0,31.0,38.0,71.0,62.0,28.0,51.0,24.0,28.0,47.0,60.0,66.0,68.0,65.0,68.0,56.0,48.0,75.0,72.0,73.0,29.0,71.0,69.0,28.0,46.0,32.0,68.0,74.0,70.0,77.0,10.0,9.0,12.0,11.0,14.0
157741,S. Bentivoglio,33,69,625000.0,3000.0,1907.0,Right,1.0,3.0,2.0,Medium/ Medium,72.0,165.0,61.0,50.0,60.0,72.0,57.0,60.0,64.0,70.0,70.0,69.0,63.0,68.0,78.0,64.0,58.0,72.0,71.0,75.0,83.0,71.0,69.0,63.0,63.0,68.0,65.0,70.0,61.0,66.0,61.0,11.0,14.0,9.0,7.0,14.0
207510,T. Lee,32,64,350000.0,3000.0,1644.0,Left,2.0,3.0,2.0,High/ Medium,72.0,161.0,38.0,63.0,60.0,61.0,68.0,61.0,42.0,37.0,36.0,64.0,75.0,61.0,69.0,60.0,60.0,66.0,67.0,61.0,65.0,63.0,70.0,56.0,67.0,65.0,65.0,64.0,30.0,31.0,27.0,6.0,13.0,11.0,11.0,15.0
189061,S. Burchert,28,71,1700000.0,6000.0,1066.0,Right,1.0,3.0,1.0,Medium/ Medium,74.0,172.0,11.0,14.0,13.0,23.0,11.0,11.0,15.0,11.0,22.0,20.0,48.0,43.0,42.0,65.0,31.0,17.0,63.0,32.0,65.0,15.0,32.0,18.0,14.0,18.0,17.0,36.0,18.0,14.0,14.0,71.0,69.0,68.0,71.0,70.0
202259,M. Ødegaard,25,66,725000.0,2000.0,1479.0,Right,1.0,3.0,2.0,Medium/ Medium,73.0,176.0,53.0,19.0,61.0,57.0,24.0,49.0,33.0,24.0,53.0,51.0,64.0,54.0,61.0,59.0,59.0,53.0,76.0,65.0,77.0,22.0,58.0,70.0,30.0,43.0,19.0,59.0,68.0,67.0,63.0,10.0,8.0,11.0,9.0,9.0
235143,M. Welch-Hayes,21,54,90000.0,1000.0,1356.0,Right,1.0,3.0,2.0,Medium/ Medium,71.0,170.0,55.0,28.0,51.0,46.0,33.0,51.0,42.0,34.0,53.0,53.0,62.0,74.0,61.0,46.0,39.0,30.0,55.0,55.0,56.0,29.0,47.0,45.0,43.0,37.0,33.0,41.0,55.0,52.0,52.0,15.0,6.0,6.0,6.0,6.0
235522,Aleix Febas,22,69,1600000.0,44000.0,1822.0,Right,1.0,3.0,3.0,Medium/ Medium,68.0,141.0,61.0,58.0,36.0,71.0,57.0,74.0,71.0,62.0,69.0,69.0,70.0,65.0,81.0,62.0,83.0,67.0,58.0,63.0,64.0,66.0,57.0,61.0,63.0,68.0,59.0,69.0,55.0,59.0,55.0,6.0,10.0,6.0,9.0,7.0
190653,I. Brizuela,27,76,8000000.0,36000.0,1947.0,Right,1.0,4.0,4.0,High/ Medium,67.0,146.0,73.0,65.0,50.0,72.0,61.0,80.0,69.0,52.0,65.0,79.0,90.0,92.0,90.0,68.0,78.0,72.0,66.0,80.0,68.0,69.0,70.0,43.0,69.0,66.0,60.0,72.0,40.0,50.0,42.0,12.0,9.0,16.0,15.0,16.0
188992,M. Estigarribia,30,74,5500000.0,13000.0,2021.0,Left,1.0,4.0,3.0,High/ Medium,71.0,163.0,73.0,63.0,63.0,72.0,68.0,73.0,71.0,70.0,72.0,72.0,81.0,81.0,80.0,74.0,71.0,64.0,63.0,77.0,68.0,66.0,75.0,61.0,76.0,62.0,67.0,76.0,57.0,69.0,69.0,13.0,13.0,16.0,14.0,7.0
186395,M. Ritchie,28,77,9000000.0,49000.0,2015.0,Left,1.0,4.0,4.0,High/ Medium,68.0,168.0,80.0,72.0,38.0,75.0,75.0,77.0,74.0,66.0,72.0,76.0,75.0,73.0,71.0,75.0,84.0,76.0,70.0,76.0,59.0,77.0,73.0,49.0,76.0,76.0,72.0,72.0,56.0,57.0,54.0,15.0,8.0,11.0,14.0,13.0
244177,D. Camara Bos,19,55,150000.0,1000.0,1423.0,Right,1.0,3.0,2.0,Medium/ Medium,69.0,143.0,45.0,32.0,52.0,34.0,28.0,56.0,41.0,39.0,35.0,49.0,68.0,63.0,59.0,55.0,75.0,32.0,58.0,55.0,47.0,35.0,53.0,55.0,46.0,41.0,47.0,42.0,56.0,59.0,58.0,14.0,8.0,5.0,13.0,10.0
199386,B. Linssen,27,72,3300000.0,12000.0,1896.0,Right,1.0,3.0,3.0,High/ Medium,67.0,154.0,67.0,74.0,72.0,68.0,71.0,73.0,74.0,67.0,59.0,74.0,81.0,77.0,73.0,70.0,83.0,77.0,82.0,78.0,60.0,73.0,70.0,36.0,72.0,67.0,54.0,72.0,34.0,30.0,29.0,7.0,16.0,6.0,11.0,11.0
205360,K. Roofe,25,74,7000000.0,38000.0,1959.0,Right,1.0,4.0,3.0,High/ Medium,70.0,143.0,68.0,75.0,72.0,67.0,61.0,71.0,69.0,63.0,59.0,72.0,79.0,80.0,83.0,68.0,78.0,74.0,82.0,75.0,67.0,72.0,60.0,50.0,75.0,67.0,63.0,69.0,43.0,49.0,53.0,14.0,14.0,12.0,11.0,13.0
143306,T. Zengin,34,72,2375850.460666194,9542.168674698794,1588.3883770375621,Right,1.0,3.0,2.0,Medium/ Medium,71.15733522324592,165.91335227272728,49.44744318181818,45.14772727272727,52.00994318181818,58.39772727272727,42.90482954545455,55.03693181818182,47.08664772727273,42.78053977272727,52.40269886363637,58.06889204545455,64.48082386363636,64.4012784090909,63.53409090909091,61.44318181818182,63.80539772727273,54.86505681818182,64.5909090909091,62.60298295454545,64.63352272727273,46.54048295454545,55.34303977272727,46.33948863636363,49.50426136363637,53.19105113636363,48.43892045454545,58.11292613636363,58.11292613636362,47.32173295454545,45.34872159090909,16.587357954545453,16.428267045454547,46.0,76.0,74.0
200701,G. Beretta,26,65,650000.0,1000.0,1585.0,Right,1.0,4.0,2.0,Medium/ Low,73.0,183.0,52.0,64.0,65.0,55.0,64.0,57.0,49.0,57.0,47.0,60.0,65.0,71.0,61.0,63.0,57.0,67.0,72.0,72.0,83.0,61.0,51.0,17.0,66.0,41.0,48.0,64.0,23.0,18.0,20.0,7.0,14.0,10.0,13.0,15.0
229285,D. Gnaase,21,64,650000.0,1000.0,1726.0,Right,1.0,3.0,3.0,High/ Medium,70.0,170.0,53.0,47.0,45.0,67.0,48.0,64.0,50.0,48.0,66.0,65.0,77.0,75.0,76.0,60.0,78.0,64.0,69.0,68.0,62.0,59.0,62.0,58.0,52.0,62.0,45.0,52.0,55.0,56.0,54.0,8.0,5.0,8.0,11.0,9.0
191096,K. Hyland,29,68,700000.0,10000.0,1859.0,Right,1.0,3.0,3.0,Medium/ Medium,72.0,176.0,57.0,49.0,67.0,67.0,57.0,68.0,49.0,64.0,65.0,69.0,59.0,54.0,56.0,66.0,64.0,80.0,77.0,70.0,85.0,70.0,73.0,66.0,64.0,64.0,55.0,70.0,60.0,69.0,66.0,7.0,12.0,13.0,8.0,9.0
241341,Zhang Yuan,21,51,60000.0,2000.0,1459.0,Right,1.0,2.0,2.0,Medium/ Medium,72.0,172.0,36.0,30.0,48.0,57.0,32.0,45.0,37.0,38.0,55.0,50.0,71.0,76.0,75.0,55.0,58.0,55.0,60.0,62.0,61.0,33.0,58.0,41.0,53.0,47.0,36.0,43.0,47.0,41.0,46.0,12.0,12.0,10.0,13.0,9.0
173834,N. Eardley,29,67,575000.0,7000.0,1792.0,Right,1.0,3.0,2.0,High/ Medium,71.0,163.0,70.0,43.0,59.0,64.0,49.0,57.0,67.0,59.0,64.0,63.0,61.0,67.0,74.0,63.0,75.0,59.0,74.0,78.0,63.0,56.0,59.0,66.0,49.0,52.0,61.0,64.0,70.0,66.0,64.0,6.0,9.0,8.0,7.0,10.0
193001,R. Nouri,33,73,2400000.0,7000.0,1800.0,Right,1.0,3.0,3.0,Medium/ Medium,70.0,161.0,66.0,75.0,56.0,73.0,68.0,74.0,50.0,50.0,69.0,72.0,82.0,77.0,85.0,69.0,82.0,70.0,73.0,70.0,65.0,70.0,48.0,32.0,68.0,65.0,56.0,65.0,28.0,26.0,27.0,9.0,8.0,11.0,13.0,13.0
207664,C. Bacca,31,81,16000000.0,45000.0,1884.0,Right,3.0,2.0,3.0,Medium/ Low,71.0,170.0,60.0,84.0,75.0,68.0,78.0,80.0,69.0,58.0,55.0,80.0,73.0,75.0,73.0,80.0,77.0,80.0,74.0,66.0,74.0,60.0,58.0,34.0,90.0,68.0,80.0,78.0,40.0,16.0,14.0,12.0,12.0,8.0,5.0,8.0
226792,M. Jadama,24,60,280000.0,1000.0,1320.0,Right,1.0,3.0,2.0,Medium/ High,73.0,176.0,23.0,16.0,69.0,51.0,22.0,44.0,24.0,29.0,48.0,46.0,51.0,47.0,52.0,56.0,55.0,37.0,73.0,54.0,81.0,22.0,54.0,59.0,20.0,30.0,35.0,58.0,57.0,56.0,52.0,11.0,8.0,14.0,11.0,13.0
155541,K. Petersen,33,66,260000.0,4000.0,1469.0,Right,1.0,3.0,2.0,Low/ High,74.0,183.0,48.0,24.0,66.0,59.0,33.0,41.0,44.0,32.0,52.0,53.0,37.0,36.0,55.0,57.0,49.0,48.0,78.0,54.0,77.0,33.0,82.0,62.0,47.0,31.0,22.0,55.0,66.0,64.0,62.0,11.0,14.0,12.0,10.0,10.0
226533,P. Kasim,21,59,270000.0,1000.0,1474.0,Left,1.0,3.0,3.0,Medium/ Medium,69.0,154.0,52.0,49.0,39.0,55.0,43.0,64.0,59.0,54.0,39.0,67.0,77.0,66.0,84.0,52.0,74.0,48.0,63.0,57.0,31.0,57.0,37.0,17.0,46.0,54.0,47.0,55.0,34.0,24.0,29.0,10.0,10.0,11.0,13.0,12.0
229175,N. Kijewski,22,65,675000.0,2000.0,1672.0,Left,1.0,3.0,3.0,Medium/ Medium,69.0,163.0,60.0,30.0,54.0,61.0,28.0,66.0,52.0,47.0,67.0,66.0,73.0,74.0,73.0,55.0,76.0,45.0,90.0,65.0,59.0,46.0,60.0,66.0,48.0,50.0,34.0,55.0,61.0,64.0,65.0,6.0,6.0,9.0,8.0,8.0
211917,S. Braun,29,63,290000.0,1000.0,1583.0,Left,1.0,3.0,2.0,Medium/ Medium,71.0,161.0,38.0,37.0,57.0,62.0,32.0,48.0,29.0,38.0,59.0,62.0,54.0,59.0,63.0,63.0,68.0,57.0,77.0,77.0,64.0,41.0,66.0,62.0,42.0,39.0,50.0,61.0,60.0,64.0,58.0,9.0,13.0,11.0,8.0,16.0
210213,G. Korte,24,66,800000.0,3000.0,1671.0,Right,1.0,3.0,3.0,Medium/ Medium,67.0,157.0,56.0,63.0,35.0,60.0,59.0,69.0,52.0,40.0,51.0,70.0,84.0,85.0,76.0,58.0,82.0,62.0,58.0,64.0,55.0,62.0,71.0,33.0,63.0,56.0,62.0,60.0,42.0,35.0,23.0,6.0,12.0,8.0,11.0,8.0
240193,E. Rexhbeçaj,20,69,1800000.0,14000.0,1776.0,Left,1.0,3.0,3.0,Medium/ Medium,72.0,161.0,70.0,41.0,56.0,76.0,47.0,70.0,43.0,41.0,72.0,73.0,64.0,66.0,65.0,66.0,70.0,67.0,58.0,64.0,60.0,53.0,74.0,60.0,65.0,62.0,54.0,60.0,64.0,63.0,59.0,14.0,11.0,6.0,8.0,14.0
142333,M. McNulty,37,63,20000.0,1000.0,1021.0,Right,1.0,2.0,1.0,Medium/ Medium,73.0,163.0,16.0,12.0,12.0,36.0,14.0,12.0,19.0,12.0,23.0,23.0,37.0,38.0,48.0,57.0,42.0,21.0,43.0,33.0,49.0,15.0,37.0,16.0,12.0,33.0,22.0,50.0,10.0,10.0,14.0,63.0,60.0,54.0,62.0,66.0
176619,A. Ramos,32,73,3200000.0,10000.0,1878.0,Right,2.0,3.0,3.0,Medium/ Medium,73.0,172.0,68.0,71.0,78.0,65.0,68.0,68.0,67.0,48.0,55.0,69.0,73.0,80.0,74.0,72.0,68.0,70.0,91.0,72.0,73.0,62.0,58.0,43.0,73.0,65.0,72.0,78.0,58.0,33.0,28.0,9.0,14.0,13.0,14.0,6.0
244840,L. Czyborra,19,60,400000.0,1000.0,1626.0,Left,1.0,3.0,2.0,High/ Medium,70.0,159.0,60.0,32.0,48.0,56.0,30.0,58.0,69.0,66.0,43.0,60.0,76.0,79.0,63.0,52.0,62.0,80.0,60.0,65.0,60.0,57.0,58.0,53.0,50.0,45.0,33.0,44.0,55.0,58.0,56.0,6.0,12.0,9.0,8.0,7.0
197975,S. Morsy,26,69,1100000.0,22000.0,1845.0,Right,1.0,3.0,3.0,Medium/ Medium,68.0,165.0,52.0,53.0,47.0,70.0,49.0,69.0,39.0,55.0,67.0,66.0,65.0,67.0,81.0,70.0,78.0,60.0,80.0,73.0,77.0,60.0,78.0,68.0,60.0,68.0,44.0,76.0,66.0,67.0,58.0,14.0,15.0,8.0,8.0,13.0
216377,S. Kutschke,29,68,900000.0,12000.0,1553.0,Right,1.0,3.0,2.0,Medium/ Medium,76.0,209.0,38.0,72.0,76.0,52.0,55.0,51.0,37.0,29.0,34.0,55.0,53.0,55.0,46.0,69.0,37.0,76.0,45.0,69.0,90.0,66.0,81.0,20.0,74.0,50.0,69.0,74.0,28.0,53.0,18.0,9.0,11.0,11.0,14.0,10.0
210713,F. Holst,23,66,725000.0,2000.0,1719.0,Right,1.0,3.0,2.0,Medium/ High,69.0,157.0,59.0,44.0,56.0,67.0,48.0,60.0,46.0,44.0,65.0,64.0,81.0,79.0,71.0,62.0,63.0,42.0,57.0,79.0,57.0,46.0,65.0,60.0,52.0,56.0,51.0,60.0,64.0,60.0,61.0,15.0,13.0,14.0,8.0,10.0
184300,J. Simpson,29,64,450000.0,2000.0,1601.0,Right,1.0,3.0,3.0,High/ Medium,71.0,185.0,52.0,60.0,62.0,57.0,65.0,65.0,54.0,45.0,33.0,63.0,75.0,73.0,78.0,54.0,70.0,68.0,57.0,56.0,70.0,60.0,61.0,25.0,59.0,50.0,69.0,57.0,25.0,25.0,21.0,10.0,11.0,8.0,14.0,6.0
222573,A. Tello,21,72,5000000.0,3000.0,1960.0,Right,1.0,3.0,3.0,High/ High,71.0,176.0,69.0,55.0,61.0,75.0,70.0,75.0,66.0,52.0,69.0,75.0,87.0,85.0,76.0,71.0,65.0,59.0,72.0,87.0,82.0,61.0,71.0,66.0,68.0,62.0,51.0,65.0,56.0,64.0,58.0,9.0,12.0,15.0,7.0,9.0
49031,S. Sorrentino,39,80,1000000.0,10000.0,1178.0,Right,2.0,3.0,1.0,Medium/ Medium,73.0,187.0,11.0,10.0,10.0,36.0,18.0,14.0,14.0,11.0,34.0,20.0,34.0,40.0,52.0,67.0,48.0,21.0,74.0,28.0,74.0,13.0,22.0,25.0,10.0,34.0,20.0,66.0,25.0,10.0,13.0,81.0,82.0,66.0,82.0,79.0
212988,A. Deja,25,66,700000.0,2000.0,1656.0,Right,1.0,3.0,3.0,Medium/ High,73.0,181.0,53.0,39.0,59.0,68.0,43.0,64.0,35.0,40.0,63.0,64.0,69.0,66.0,58.0,63.0,37.0,59.0,62.0,75.0,78.0,40.0,65.0,65.0,53.0,58.0,45.0,58.0,63.0,61.0,55.0,11.0,11.0,14.0,14.0,6.0
199266,Ji Dong Won,27,71,2500000.0,17000.0,1850.0,Right,2.0,4.0,3.0,Medium/ Medium,74.0,179.0,54.0,69.0,78.0,64.0,60.0,74.0,67.0,62.0,54.0,71.0,68.0,74.0,70.0,71.0,66.0,73.0,78.0,69.0,73.0,68.0,69.0,49.0,69.0,72.0,66.0,72.0,38.0,40.0,20.0,10.0,11.0,14.0,13.0,16.0
240109,E. García,20,62,525000.0,2000.0,1320.0,Right,1.0,3.0,2.0,Medium/ Medium,72.0,185.0,33.0,29.0,55.0,33.0,26.0,32.0,30.0,31.0,35.0,39.0,54.0,48.0,48.0,49.0,52.0,45.0,70.0,62.0,76.0,21.0,50.0,54.0,24.0,29.0,42.0,45.0,68.0,70.0,68.0,9.0,11.0,8.0,7.0,12.0
231807,M. Özyıldırım,23,64,575000.0,3000.0,1503.0,Right,1.0,2.0,2.0,Medium/ High,71.0,165.0,27.0,20.0,62.0,61.0,25.0,53.0,30.0,28.0,43.0,56.0,66.0,66.0,64.0,58.0,64.0,50.0,70.0,56.0,71.0,39.0,52.0,63.0,42.0,46.0,47.0,48.0,61.0,66.0,63.0,10.0,6.0,13.0,14.0,11.0
239384,N. Gauna,26,66,750000.0,2000.0,1584.0,Left,1.0,3.0,3.0,High/ Medium,68.0,154.0,71.0,65.0,45.0,66.0,49.0,72.0,62.0,66.0,52.0,67.0,71.0,67.0,66.0,55.0,74.0,58.0,35.0,65.0,54.0,48.0,31.0,37.0,57.0,58.0,49.0,53.0,56.0,28.0,17.0,9.0,6.0,8.0,9.0,11.0
237983,M. Nazarit,20,63,725000.0,1000.0,1398.0,Right,1.0,3.0,2.0,Medium/ Medium,73.0,174.0,29.0,25.0,60.0,35.0,30.0,39.0,25.0,28.0,28.0,42.0,66.0,65.0,55.0,55.0,64.0,41.0,77.0,67.0,78.0,20.0,72.0,63.0,31.0,35.0,43.0,48.0,60.0,62.0,60.0,7.0,9.0,5.0,12.0,10.0
245452,N. Al Farshan,19,52,110000.0,2000.0,1423.0,Right,1.0,3.0,2.0,Medium/ Medium,65.0,126.0,40.0,34.0,44.0,58.0,34.0,52.0,34.0,37.0,57.0,55.0,61.0,64.0,52.0,48.0,82.0,48.0,57.0,52.0,30.0,41.0,58.0,53.0,31.0,44.0,44.0,38.0,50.0,53.0,49.0,14.0,7.0,12.0,13.0,15.0
198147,M. van der Maarel,28,68,700000.0,7000.0,1731.0,Right,1.0,3.0,2.0,Medium/ Medium,70.0,163.0,56.0,37.0,62.0,57.0,42.0,53.0,42.0,40.0,61.0,63.0,68.0,69.0,70.0,67.0,75.0,58.0,74.0,69.0,64.0,42.0,74.0,73.0,50.0,60.0,50.0,68.0,69.0,72.0,72.0,9.0,8.0,10.0,7.0,8.0
214902,J. Hunt,27,60,170000.0,2000.0,1614.0,Left,1.0,3.0,2.0,Medium/ Medium,71.0,143.0,57.0,48.0,57.0,55.0,39.0,52.0,54.0,53.0,51.0,54.0,67.0,63.0,60.0,56.0,65.0,47.0,68.0,69.0,67.0,42.0,65.0,57.0,41.0,42.0,50.0,60.0,57.0,58.0,59.0,15.0,14.0,12.0,12.0,8.0
231242,A. Ounas,21,73,6000000.0,35000.0,1847.0,Left,1.0,4.0,3.0,Medium/ Medium,68.0,143.0,65.0,68.0,51.0,72.0,64.0,79.0,68.0,62.0,65.0,75.0,86.0,77.0,88.0,64.0,80.0,68.0,58.0,68.0,48.0,65.0,64.0,47.0,68.0,67.0,60.0,65.0,28.0,54.0,47.0,8.0,6.0,8.0,7.0,12.0
199577,Sergi Gómez,26,78,11500000.0,17000.0,1748.0,Right,1.0,2.0,2.0,High/ Medium,73.0,170.0,45.0,35.0,74.0,80.0,37.0,56.0,49.0,46.0,77.0,75.0,46.0,44.0,52.0,76.0,50.0,45.0,69.0,68.0,78.0,47.0,70.0,81.0,52.0,56.0,41.0,68.0,80.0,81.0,78.0,15.0,16.0,11.0,11.0,7.0
214817,A. Sagal,25,71,3200000.0,19000.0,1847.0,Left,1.0,3.0,3.0,Medium/ Medium,70.0,170.0,66.0,76.0,66.0,66.0,55.0,65.0,56.0,37.0,59.0,66.0,76.0,77.0,72.0,63.0,64.0,73.0,63.0,84.0,76.0,62.0,54.0,61.0,71.0,59.0,69.0,68.0,36.0,58.0,59.0,13.0,10.0,11.0,11.0,13.0
215108,J. Buffarini,29,74,4300000.0,19000.0,2016.0,Right,1.0,3.0,3.0,High/ Medium,67.0,168.0,64.0,53.0,66.0,70.0,47.0,73.0,53.0,59.0,68.0,72.0,86.0,85.0,77.0,71.0,79.0,74.0,74.0,85.0,74.0,69.0,87.0,70.0,69.0,62.0,72.0,61.0,60.0,72.0,74.0,7.0,10.0,14.0,9.0,11.0
205529,L. Antei,26,71,2500000.0,4000.0,1462.0,Right,1.0,2.0,2.0,Medium/ Medium,74.0,170.0,25.0,16.0,70.0,52.0,20.0,40.0,46.0,26.0,53.0,55.0,53.0,52.0,47.0,70.0,41.0,39.0,70.0,58.0,70.0,36.0,76.0,70.0,23.0,30.0,47.0,62.0,72.0,75.0,73.0,14.0,11.0,10.0,11.0,11.0
203461,H. Kryeziu,25,68,1000000.0,6000.0,1848.0,Right,1.0,3.0,2.0,High/ High,71.0,165.0,60.0,48.0,61.0,73.0,51.0,60.0,51.0,39.0,70.0,69.0,74.0,74.0,80.0,62.0,74.0,63.0,81.0,83.0,62.0,58.0,60.0,65.0,61.0,65.0,62.0,67.0,51.0,70.0,64.0,12.0,14.0,9.0,14.0,8.0
214660,L. Rodríguez,24,66,725000.0,2000.0,1863.0,Left,1.0,2.0,3.0,Medium/ Medium,66.0,157.0,74.0,50.0,53.0,64.0,45.0,68.0,74.0,78.0,68.0,67.0,75.0,73.0,80.0,56.0,86.0,35.0,75.0,67.0,59.0,63.0,72.0,61.0,56.0,62.0,44.0,65.0,64.0,62.0,64.0,14.0,15.0,15.0,15.0,9.0
222611,D. Rodríguez,22,65,850000.0,4000.0,1760.0,Right,1.0,3.0,3.0,Medium/ Medium,67.0,148.0,65.0,55.0,52.0,68.0,59.0,67.0,55.0,52.0,67.0,68.0,71.0,68.0,72.0,60.0,67.0,68.0,73.0,65.0,47.0,62.0,61.0,51.0,66.0,63.0,54.0,61.0,45.0,55.0,52.0,6.0,12.0,16.0,12.0,6.0
